RowNumber,Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Tenure,Geography,Gender,HasCrCard,Exited
449,38,68065.8,675,138777,1,0,6,France,Female,0,1
450,47,127299.34,778,124694.99,2,0,6,Spain,Female,1,0
451,38,174937.64,494,40084.32,1,0,7,Germany,Female,1,0
452,40,0,850,119232.33,2,1,9,France,Male,0,0
453,31,110071.1,592,43921.36,1,0,7,Spain,Male,0,0
454,44,139432.37,590,62222.81,1,0,3,Spain,Female,1,0
455,39,127357.76,758,56577,1,1,6,France,Female,0,0
456,36,0,506,164253.35,2,0,5,France,Male,1,0
457,33,0,733,7666.73,1,1,3,France,Male,1,0
458,38,0,711,68487.51,2,0,3,France,Male,1,0
459,43,95556.31,514,199273.98,1,1,1,Germany,Male,0,1
460,37,0,637,186062.36,1,1,8,Spain,Male,1,0
461,29,111681.98,468,195711.16,2,1,1,Germany,Male,1,0
462,39,0,539,36692.17,2,0,3,France,Male,1,0
463,25,108738.71,509,106920.57,2,0,3,Spain,Female,1,0
464,32,133950.37,662,48725.68,1,1,4,France,Female,1,1
465,26,0,818,167036.94,2,1,4,Spain,Male,1,0
466,33,89968.69,608,68777.26,1,0,9,France,Male,1,0
467,32,0,850,18924.92,2,1,9,Spain,Female,1,0
468,38,130878.75,816,71905.77,3,0,5,Germany,Female,1,1
469,35,0,536,64833.28,2,0,8,France,Male,1,0
470,35,0,753,184843.77,2,1,3,France,Male,1,0
471,27,134169.62,631,176730.02,1,1,10,Spain,Male,1,0
472,37,149762.08,703,20629.4,1,0,1,France,Male,1,1
473,26,93844.69,774,28415.36,1,0,2,France,Male,1,0
474,28,0,785,77231.27,2,0,8,France,Male,1,0
475,33,0,571,102750.7,2,0,1,France,Female,1,0
476,46,141078.37,621,34580.8,1,0,6,Germany,Male,0,1
477,31,117992.59,605,183598.77,1,1,1,Germany,Female,1,0
478,40,100812.33,611,147358.27,2,0,8,France,Female,1,0
479,38,0,569,108469.2,1,1,7,France,Male,1,0
480,29,80262.6,658,20612.82,1,1,4,France,Male,1,0
481,34,156478.62,788,181196.76,1,1,6,Spain,Male,0,0
482,23,0,525,160249.1,2,0,5,France,Female,1,0
483,37,0,798,110783.28,3,0,8,France,Male,0,0
484,37,115217.99,486,144995.33,2,0,9,Germany,Male,1,0
485,61,0,615,150227.85,2,0,9,Spain,Male,1,1
486,35,155470.55,730,53718.28,1,1,0,France,Female,1,0
487,37,0,641,75248.3,2,0,7,France,Male,1,0
488,39,135096.77,542,14353.43,1,1,3,France,Male,1,1
489,30,0,692,130486.57,2,1,2,France,Male,0,0
490,55,180075.22,714,100127.71,1,1,9,Germany,Female,1,0
491,29,97541.24,591,196356.17,1,1,1,Spain,Male,1,0
492,41,156067.05,710,9983.88,1,1,2,France,Female,1,0
493,38,81550.94,639,118974.77,2,1,4,France,Female,0,0
494,47,0,531,194998.34,1,0,6,France,Female,0,1
495,38,170061.92,673,134901.34,2,0,2,France,Female,0,1
496,36,92310.54,765,72924.56,2,1,8,Germany,Male,1,0
497,32,169089.38,622,101057.95,2,0,6,France,Female,1,0
498,40,80613.93,806,142838.64,1,1,5,France,Male,1,0
499,26,121581.56,757,127059.04,2,1,8,Germany,Male,1,0
500,58,0,570,116503.92,1,1,8,France,Female,0,1
501,32,0,555,54405.79,2,1,4,Spain,Male,1,0
502,54,0,692,88721.84,2,1,5,France,Male,1,0
503,60,85891.55,774,74135.48,1,0,5,France,Male,1,1
504,44,77637.35,638,111346.22,2,1,9,Spain,Male,1,0
505,41,0,543,194902.16,1,0,4,Spain,Female,0,0
506,31,0,584,31474.27,2,0,5,France,Male,1,0
507,30,116927.89,691,21198.39,1,0,7,Germany,Male,1,0
508,40,137326.65,684,186976.6,1,0,6,Germany,Female,1,0
509,22,0,733,117202.19,2,1,5,France,Male,1,0
510,37,0,599,143739.29,2,1,2,Spain,Female,1,0
511,31,67238.98,524,161811.23,2,1,10,Germany,Female,1,0
512,38,86569.76,632,98090.91,2,0,6,Germany,Female,1,0
513,34,0,735,71095.41,2,0,5,Spain,Male,0,0
514,34,133598.4,734,13107.24,1,1,6,France,Male,1,0
515,51,136188.78,605,67110.59,1,1,3,France,Female,1,1
516,38,0,793,88225.02,2,0,9,Spain,Male,1,0
517,56,0,468,62256.87,3,1,10,France,Female,0,1
518,37,120092.52,779,135925.72,2,0,7,Germany,Male,1,0
519,48,101238.24,698,177815.87,2,1,4,France,Male,0,1
520,58,89685.92,707,126471.13,1,1,6,France,Male,0,0
521,35,211774.31,850,188574.12,1,0,1,France,Female,1,1
522,56,131317.48,850,119175.45,1,1,7,France,Male,1,0
523,37,93722.73,527,139093.73,2,1,5,Spain,Male,1,0
524,32,101160.99,696,115916.55,1,1,8,Germany,Male,1,0
525,48,120320.54,661,96463.25,1,0,3,France,Male,0,0
526,31,0,776,112349.51,2,1,2,France,Female,1,0
527,43,0,701,165303.79,2,1,2,France,Male,1,0
528,26,0,610,166031.08,2,0,8,France,Male,1,0
529,48,152827.99,572,38411.79,1,0,3,Germany,Female,1,1
530,30,64097.75,673,77783.35,1,1,1,France,Male,1,0
531,57,119035.35,519,29871.79,2,1,2,Spain,Female,1,0
532,26,135219.57,702,59747.63,1,1,4,Spain,Female,0,0
533,32,93694.42,729,79919.13,1,1,6,France,Male,1,0
534,35,59408.63,543,76773.53,1,0,10,Spain,Male,1,0
535,40,114354.95,550,54018.93,1,0,7,France,Female,1,0
536,59,0,608,70649.64,1,0,1,France,Male,1,1
537,35,128173.9,639,59093.39,2,0,10,Germany,Male,1,0
538,34,0,686,127569.8,2,0,9,Spain,Male,1,0
539,62,114931.35,564,18260.98,3,1,5,Germany,Female,0,1
540,28,111071.36,745,73275.96,1,0,1,Germany,Female,1,1
541,37,151226.18,833,136129.49,2,1,8,France,Male,1,0
542,26,0,622,153237.59,2,1,9,France,Male,1,0
543,42,64740.12,597,106841.12,1,1,4,France,Female,1,0
544,51,169312.13,721,109078.35,1,0,0,Spain,Male,1,1
545,49,0,504,87822.14,3,1,7,France,Female,0,1
546,44,112652.08,842,126644.98,2,0,2,Spain,Female,1,0
547,38,0,587,47414.15,2,0,0,France,Male,1,0
548,30,143964.36,479,41879.99,2,0,7,Germany,Female,1,0
549,49,122451.46,508,75808.1,2,1,7,France,Male,1,0
550,24,0,749,47911.03,3,1,1,France,Male,1,0
551,36,65253.07,721,28737.78,2,0,3,Germany,Female,1,0
552,47,106901.94,674,2079.2,1,1,6,Germany,Male,1,1
553,25,128509.63,685,121562.33,1,0,10,Spain,Female,1,0
554,34,0,417,55003.79,2,0,7,France,Male,1,0
555,33,129834.67,574,193131.42,1,0,3,Germany,Male,1,0
556,51,154962.99,590,191932.27,3,1,3,Spain,Female,0,1
557,40,138241.9,587,159418.1,2,0,5,Germany,Male,1,0
558,41,91536.93,598,191468.78,1,0,3,Germany,Male,1,1
559,53,0,741,38913.68,2,1,3,Spain,Male,1,0
560,70,0,850,705.18,1,1,5,Spain,Female,1,0
561,29,105204.01,584,138490.03,1,1,7,Germany,Female,0,0
562,61,152968.73,650,82970.69,1,1,1,Spain,Male,0,0
563,36,158261.68,607,76744.72,1,1,8,Spain,Male,1,0
564,46,0,509,71244.59,1,0,1,France,Female,1,1
565,38,121021.05,689,12182.15,1,1,6,Spain,Female,1,0
566,36,0,543,141210.5,2,1,4,France,Male,1,0
567,54,0,438,191763.07,1,0,2,Spain,Female,0,1
568,63,137715.66,687,37938.74,1,1,1,Spain,Female,1,0
569,31,121192.22,737,74890.58,2,1,5,Germany,Male,1,0
570,31,0,761,166698.18,3,1,7,France,Male,1,0
571,44,100486.18,601,62678.53,2,1,1,France,Male,1,0
572,45,0,651,67740.08,1,0,1,France,Male,1,1
573,35,92566.53,745,161519.77,2,0,9,France,Male,1,0
574,49,0,648,159835.78,2,1,10,Spain,Female,1,1
575,40,110929.96,848,30876.84,1,1,3,Spain,Male,1,0
576,27,0,546,14858.1,2,1,8,France,Female,1,0
577,32,138901.61,439,75685.97,1,0,3,Spain,Female,1,0
578,30,123217.66,755,144183.1,2,1,4,France,Male,0,0
579,41,0,593,65170.66,1,0,6,France,Female,1,0
580,39,0,701,82526.92,2,1,2,France,Male,1,0
581,36,0,701,169161.46,2,0,8,Spain,Male,1,0
582,33,108431.87,607,109291.39,2,1,2,Spain,Female,0,1
583,57,0,586,6057.81,2,1,3,Spain,Female,0,0
584,30,72392.41,547,77077.14,1,0,9,Germany,Female,1,0
585,51,119741.77,647,54954.51,2,0,1,Germany,Female,0,1
586,51,100946.71,760,179614.8,1,0,2,France,Female,0,1
587,53,170491.84,621,35588.07,1,0,9,Spain,Male,1,1
588,44,0,725,117356.14,1,1,5,France,Male,1,0
589,36,0,526,160696.72,1,0,1,France,Male,1,0
590,47,157296.02,519,147278.43,2,0,6,Spain,Female,0,1
591,38,144606.22,713,56594.36,1,1,7,Germany,Female,1,1
592,38,134811.3,700,1299.75,1,0,8,France,Male,1,0
593,34,115897.12,666,25095.03,1,1,9,France,Female,1,0
594,32,82034,630,146326.45,1,0,4,Spain,Male,0,0
595,26,174318.13,779,38296.21,2,1,4,Spain,Female,0,0
596,41,114206.84,611,164061.6,1,0,2,Germany,Female,1,0
597,43,0,685,107811.28,2,0,9,Spain,Male,1,0
598,39,111574.41,646,30838.51,1,1,9,Germany,Male,1,0
599,57,162448.69,683,9221.78,1,0,5,Germany,Female,0,1
600,34,148249.54,484,33738.27,1,1,4,Germany,Female,0,0
601,43,0,601,110916.15,3,1,8,France,Female,0,1
602,26,123709.46,762,169654.57,2,1,7,Spain,Female,1,0
603,72,0,687,69829.4,1,1,9,France,Female,0,0
604,30,0,566,54926.51,1,0,5,France,Male,1,1
605,37,150525.8,702,94728.49,1,1,10,France,Male,1,0
606,29,0,601,80393.27,1,1,9,France,Male,1,0
607,53,0,699,111307.98,2,1,4,France,Male,0,0
608,28,0,584,19834.32,2,0,10,France,Male,1,0
609,35,0,699,78397.24,2,1,5,France,Male,1,0
610,51,111018.98,698,86410.28,1,0,2,Germany,Female,1,0
611,30,129755.99,495,172749.65,1,0,10,France,Male,0,0
612,27,0,650,1002.39,2,0,6,France,Female,1,0
613,64,129555.7,605,13601.79,1,1,2,France,Female,1,0
614,38,87202.38,667,77866.91,1,1,1,Spain,Male,1,0
615,26,146133.39,688,175296.76,1,1,8,Germany,Male,1,0
616,31,0,727,121751.04,1,0,0,Spain,Female,1,1
617,39,170184.99,754,89593.26,2,0,6,Spain,Male,1,0
618,62,140745.33,612,193437.89,1,0,8,Germany,Female,1,1
619,42,139070.51,546,86945,1,1,7,Spain,Male,1,0
620,37,0,673,183318.79,2,1,8,Spain,Female,1,0
621,35,114193.24,593,71154.1,1,0,9,France,Male,1,0
622,40,167878.5,656,151887.16,1,1,10,Spain,Female,0,0
623,53,141616.55,535,75888.65,2,1,5,Germany,Female,1,0
624,36,145747.67,678,89566.74,2,1,3,Germany,Male,0,0
625,48,129120.64,477,26475.79,1,1,2,Spain,Female,0,0
626,35,110349.82,850,126355.8,1,0,7,Spain,Male,0,0
627,29,141325.56,427,93839.3,1,1,1,France,Male,1,0
628,49,78653.84,752,7698.6,1,0,2,France,Male,1,0
629,47,0,649,145593.85,2,1,1,France,Male,1,0
630,28,142253.65,799,45042.56,1,0,3,Spain,Female,1,0
631,61,0,589,61108.56,1,0,1,France,Female,1,1
632,54,115988.86,583,57553.98,1,0,6,Germany,Female,1,1
633,33,75592.43,839,62674.42,1,0,10,Spain,Female,1,0
634,44,164113.04,540,12120.79,2,1,3,Germany,Male,1,0
635,31,67996.23,850,50129.87,2,0,6,France,Male,0,1
636,51,0,696,55022.43,2,0,5,Spain,Female,1,0
637,33,0,660,117834.91,2,0,1,Spain,Female,0,0
638,48,138778.15,682,168840.23,1,1,1,France,Male,0,0
639,43,147832.15,744,24234.11,1,1,10,France,Female,0,0
640,36,135438.4,785,190627.01,1,0,4,France,Female,0,0
641,48,116060.08,752,156618.38,1,0,5,Spain,Male,1,1
642,29,112564.62,706,42334.38,1,0,5,France,Female,1,0
643,27,125406.58,583,110784.42,1,1,1,France,Female,1,0
644,39,135134.99,660,173683,1,0,5,Germany,Female,1,1
645,39,133102.92,819,27046.46,1,0,9,France,Female,1,1
646,34,42157.08,673,20598.59,1,0,8,France,Female,1,1
647,30,0,752,104991.28,2,1,3,France,Female,1,0
648,38,82259.29,578,8996.97,1,0,7,France,Male,1,0
649,36,0,438,64420.5,2,0,4,France,Female,1,0
650,38,0,652,145700.22,2,1,6,France,Male,1,0
651,49,0,629,196335.48,2,1,4,France,Female,1,0
652,52,0,720,14781.12,1,1,7,France,Male,1,0
653,42,150461.07,668,108139.23,1,0,3,France,Male,1,0
654,48,133994.52,459,19287.06,1,1,4,Germany,Male,1,1
655,31,164870.81,729,9567.39,2,1,8,Spain,Male,1,0
656,25,121702.73,498,132210.49,1,1,8,Germany,Male,1,0
657,25,193858.2,549,21600.11,1,1,6,Spain,Male,0,0
658,54,131039.97,601,199661.5,2,1,1,Germany,Female,1,0
659,64,113829.45,544,124341.49,1,1,9,France,Male,1,0
660,30,0,751,15766.1,2,0,6,France,Female,1,0
661,41,81877.38,632,33642.21,1,1,3,Germany,Female,1,0
662,57,116326.07,694,117704.65,1,1,8,Spain,Male,1,0
663,31,0,678,58803.28,2,1,2,France,Male,1,0
664,46,0,695,137537.22,2,1,4,France,Male,1,0
665,41,0,661,131300.68,2,1,1,France,Female,0,0
666,33,0,661,84174.81,2,1,9,France,Male,1,0
667,31,127070.73,559,160941.78,1,1,3,France,Female,0,0
668,29,0,503,143954.99,2,1,3,France,Male,1,0
669,46,122549.64,695,56297.85,1,1,3,Spain,Male,1,0
670,42,176099.13,640,8404.73,1,1,5,France,Female,1,0
671,48,122388.38,624,30020.09,2,0,3,Germany,Female,0,0
672,42,0,667,58137.42,2,1,9,France,Male,0,0
673,26,0,642,47472.68,1,0,0,France,Male,0,0
674,32,118879.35,640,19131.71,2,1,6,Spain,Female,1,0
675,35,0,529,187288.5,2,1,5,Spain,Male,1,0
676,39,0,563,17603.81,2,1,5,France,Female,1,0
677,38,88736.44,593,67020.03,2,0,4,Spain,Female,1,0
678,45,102703.62,739,147802.94,1,1,7,Germany,Male,0,1
679,70,0,788,41610.62,2,1,1,Spain,Female,1,0
680,38,0,684,44255.65,2,0,3,Spain,Female,1,0
681,55,97318.25,482,78416.14,1,1,5,France,Male,0,0
682,58,128468.69,591,137254.55,1,1,5,Spain,Male,0,0
683,41,133432.59,651,151303.48,1,1,4,Germany,Female,0,0
684,40,141782.57,749,86333.63,2,0,8,Germany,Female,0,0
685,24,135125.28,583,89801.9,1,0,9,France,Male,0,0
686,42,178820.91,661,29358.57,1,0,2,Spain,Male,0,1
687,31,112212.14,715,181600.72,2,1,2,France,Female,1,0
688,45,126674.81,769,124118.71,1,0,5,Germany,Female,1,1
689,51,136294.97,625,38867.46,1,0,7,France,Female,1,1
690,36,66392.64,641,31106.67,1,0,5,France,Female,1,0
691,27,122552.34,716,67611.36,2,0,1,Germany,Male,1,0
692,43,76408.85,767,77837.63,2,0,1,France,Male,1,0
693,36,145071.24,745,6078.46,1,0,8,Germany,Male,0,0
694,34,0,589,177896.92,2,1,6,France,Male,1,0
695,45,109730.22,796,123882.73,1,1,2,France,Female,1,0
696,57,0,664,15304.08,2,1,6,France,Male,1,0
697,62,64119.38,445,76569.64,1,1,1,Spain,Male,1,1
698,57,106138.33,543,120657.32,2,1,1,Germany,Female,1,1
699,36,0,746,16436.56,2,1,2,Spain,Male,1,0
700,33,181656.51,742,107667.91,1,1,0,Germany,Male,1,0
701,32,0,750,95611.47,2,0,5,France,Female,1,0
702,30,95128.86,669,19799.26,1,0,7,France,Male,0,0
703,49,126615.94,594,123214.74,2,1,2,Spain,Female,0,0
704,36,0,574,71709.12,2,1,1,Spain,Male,0,0
705,36,76190.48,659,149066.14,2,1,2,Germany,Male,1,0
706,40,168286.81,750,20451.99,3,0,5,Germany,Male,1,1
707,35,88109.81,626,32825.5,1,1,4,Germany,Male,1,0
708,42,0,620,6232.31,2,0,4,France,Male,1,0
709,35,0,580,10357.03,2,1,8,France,Female,0,0
710,34,123971.51,686,147794.63,2,0,3,France,Female,1,0
711,48,148116.48,540,116973.48,1,0,0,France,Male,0,0
712,35,116269.01,634,129964.94,1,0,6,Germany,Male,1,0
713,38,120599.21,632,92816.86,1,0,1,Spain,Male,1,0
714,41,144260.5,501,172114.67,1,0,3,France,Female,1,0
715,25,86605.5,650,16649.31,3,0,3,Spain,Female,1,1
716,34,0,786,144517.19,2,0,9,France,Male,1,0
717,37,58629.97,554,182038.6,1,0,4,Germany,Female,0,0
718,42,0,701,24210.56,2,0,5,Spain,Female,0,0
719,45,0,474,172175.9,2,0,10,France,Male,0,0
720,43,0,621,47578.45,1,1,5,France,Female,1,0
721,56,209767.31,672,150694.42,2,1,2,Spain,Female,1,1
722,42,129634.25,459,177683.02,2,1,6,Spain,Female,1,1
723,23,0,669,66088.83,2,0,1,France,Male,0,0
724,38,169824.46,776,169291.7,1,0,2,France,Female,1,0
725,36,97530.25,694,117140.41,1,1,3,France,Male,1,0
726,42,145988.65,787,79510.37,2,1,10,France,Female,1,0
727,37,0,580,77108.66,2,1,9,France,Male,0,0
728,25,0,711,9679.28,3,1,7,France,Female,1,0
729,40,137494.28,673,81753.92,1,0,5,France,Female,1,0
730,57,0,499,131372.38,1,0,1,France,Female,0,1
731,24,147360,591,25310.82,1,1,6,France,Male,1,0
732,25,0,769,187925.75,2,0,10,France,Female,0,0
733,31,125167.02,657,98820.39,1,0,3,Spain,Male,0,0
734,43,121152.05,738,64166.7,2,0,9,Germany,Male,1,1
735,60,128981.07,545,176924.21,1,1,7,Germany,Female,0,1
736,47,0,497,90055.08,1,1,6,France,Male,1,0
737,67,151858.98,816,72814.31,1,1,6,Spain,Male,1,0
738,36,114628.4,525,168290.06,1,1,2,France,Male,0,0
739,46,0,725,161767.38,2,0,6,France,Male,1,0
740,28,95059.02,692,44420.18,2,0,8,France,Female,1,0
741,24,128736.39,618,37147.61,1,1,7,France,Female,0,0
742,24,156325.38,546,125381.02,1,1,8,France,Male,1,0
743,29,105405.97,635,149853.89,1,1,7,France,Male,1,0
744,49,88915.37,611,161435.02,3,0,2,France,Female,0,1
745,60,0,650,102925.76,2,1,8,France,Male,1,0
746,40,0,606,70899.27,2,1,5,France,Male,1,0
747,18,160980.03,844,145936.28,1,0,2,France,Male,0,0
748,46,177619.71,450,54227.06,1,0,5,Spain,Female,1,0
749,38,62276.99,727,59280.79,1,1,2,Spain,Male,1,0
750,46,127559.97,460,126952.5,2,1,4,Germany,Male,1,0
751,41,0,649,130567.02,2,1,0,France,Male,0,0
752,47,95523.16,758,73294.48,1,0,9,Germany,Female,1,0
753,35,107749.03,490,3937.37,1,1,7,France,Female,1,0
754,37,110777.26,815,2383.59,2,0,2,Germany,Male,1,0
755,39,166733.92,838,14279.44,2,0,5,Spain,Female,1,0
756,31,157120.86,803,141300.53,2,0,9,France,Male,1,0
757,36,127160.78,664,78140.75,2,0,2,Germany,Female,1,0
758,28,0,736,117431.1,2,1,2,Spain,Female,1,0
759,37,156091.97,633,72008.61,1,0,9,France,Female,1,0
760,58,98668.18,664,60887.58,1,1,5,France,Male,1,0
761,43,134022.06,600,194764.83,1,0,5,France,Female,1,0
762,35,124151.09,693,88705.14,1,0,5,France,Female,1,1
763,36,77253.5,663,35817.97,1,0,6,Germany,Female,0,1
764,21,114292.48,742,31520.4,1,0,1,Germany,Female,1,0
765,43,140080.32,710,157908.19,3,1,2,Germany,Male,1,1
766,27,135277.96,710,142200.15,1,0,2,Spain,Female,1,0
767,82,0,700,182055.36,2,1,2,France,Female,0,0
768,60,115920.62,720,157552.08,2,0,9,Germany,Male,0,1
769,41,119782.72,684,120284.67,2,0,2,Spain,Male,0,0
770,63,114715.71,531,24506.95,1,1,1,France,Female,0,1
771,36,129748.54,742,47271.61,2,0,2,Germany,Female,0,1
772,31,129722.57,717,41176.6,1,0,4,France,Male,0,0
773,32,0,589,9468.64,2,1,2,France,Male,0,0
774,36,139180.2,767,123880.19,1,0,3,France,Male,0,0
775,49,113599.74,636,158887.09,2,0,6,Germany,Male,1,1
776,33,134944,648,117036.38,1,1,7,France,Male,1,0
777,58,116922.25,622,120415.61,1,0,7,Germany,Female,1,1
778,28,118945.09,692,16064.25,1,0,9,Spain,Male,0,1
779,28,0,754,52615.62,2,1,8,France,Male,1,0
780,35,119182.73,679,121210.09,1,0,8,Spain,Female,0,0
781,27,0,639,192247.35,2,0,8,France,Male,1,0
782,28,71264.02,774,68759.57,2,1,1,France,Female,0,0
783,41,0,517,75937.47,2,1,2,France,Male,0,0
784,35,0,571,84569.13,2,0,8,France,Female,0,0
785,58,116313.57,747,190696.35,1,1,7,Germany,Male,1,1
786,36,92140.15,792,67468.67,1,1,5,Spain,Male,0,0
787,26,0,688,104435.94,2,1,1,France,Male,1,0
788,42,177640.09,714,47166.55,1,1,2,Germany,Male,0,0
789,35,0,562,119899.52,2,0,0,Spain,Female,1,0
790,48,167997.6,704,173498.45,1,1,8,Spain,Male,1,0
791,36,82275.35,698,93249.26,2,1,2,France,Male,1,0
792,49,0,611,142917.54,2,1,3,France,Male,1,0
793,48,111962.99,850,111755.8,1,0,6,Germany,Female,1,0
794,34,131736.88,743,108543.21,1,1,1,Germany,Female,1,0
795,29,0,654,180345.44,1,0,1,France,Male,1,0
796,36,108239.11,761,99444.02,2,0,8,Germany,Male,0,0
797,46,98444.19,702,109563.28,1,1,9,France,Female,0,0
798,32,114540.38,488,92568.07,1,0,3,Germany,Male,1,0
799,35,187530.66,683,37976.36,2,1,6,France,Female,1,0
800,42,133636.16,601,103315.74,1,1,9,Germany,Female,0,0
801,52,0,605,173952.5,2,1,7,France,Male,1,0
802,44,84745.03,671,34673.98,2,1,0,Germany,Female,0,0
803,31,120599.38,614,46163.44,2,1,7,Germany,Female,1,0
804,29,0,511,140676.98,2,1,9,Spain,Female,0,0
805,39,127771.35,850,151738.54,2,1,4,France,Male,0,0
806,46,0,790,14679.81,1,0,9,Spain,Female,0,1
807,33,0,793,175544.02,1,0,0,France,Female,0,0
808,69,0,628,181964.6,2,1,5,France,Male,1,0
809,53,167772.96,598,136886.86,1,1,10,Germany,Male,1,0
810,37,95845.6,657,122218.23,1,0,6,France,Female,1,0
811,35,0,618,180439.75,2,0,10,France,Female,1,0
812,65,134714.7,681,190419.81,2,1,7,Spain,Male,0,0
813,33,0,516,58685.59,2,1,3,Spain,Female,1,0
814,28,122384.22,421,89017.38,3,1,8,Germany,Male,1,1
815,26,0,700,50051.42,2,0,2,France,Female,0,0
816,25,157993.15,745,146041.45,2,0,5,France,Male,1,0
817,29,0,696,191166.09,2,0,8,France,Male,1,0
818,42,123331.36,580,103516.08,1,0,2,Germany,Female,0,1
819,27,75263.16,497,164825.04,1,1,9,Spain,Male,1,0
820,43,137824.03,720,172557.77,2,0,6,France,Female,1,0
821,36,132578.92,659,84320.94,2,0,4,Germany,Male,1,0
822,36,156021.31,841,122662.98,1,0,5,France,Female,0,0
823,34,0,642,72085.1,1,0,8,Spain,Male,1,0
824,69,137453.43,732,110932.24,1,1,9,Spain,Female,0,1
825,36,0,600,143635.36,2,0,4,Spain,Male,1,0
826,33,164284.72,464,3710.34,2,1,8,Germany,Male,1,0
827,47,0,680,179843.33,2,1,5,France,Female,1,0
828,56,0,758,10643.38,2,1,1,Spain,Male,1,0
829,31,112373.49,630,131167.98,2,1,2,Germany,Female,1,0
830,39,0,577,10553.31,2,0,10,France,Female,1,0
831,34,0,684,130928.22,2,1,6,France,Female,1,0
832,41,0,708,157003.99,1,1,5,Spain,Female,0,0
833,29,154333.82,732,138527.56,1,1,1,Germany,Female,1,0
834,37,111432.77,634,167032.49,2,1,3,Germany,Male,1,0
835,30,0,633,41642.29,2,0,6,France,Female,0,0
836,34,137390.11,559,9677,2,0,2,France,Male,1,0
837,37,0,694,147012.22,2,1,3,Spain,Female,1,0
838,56,111642.08,686,80553.87,1,1,5,Germany,Female,1,0
839,48,0,553,30730.95,1,1,3,Spain,Female,0,1
840,36,83543.37,507,140134.43,1,0,4,France,Male,0,0
841,50,145338.76,732,91936.1,1,0,6,Germany,Male,0,1
842,31,186796.37,818,178252.63,1,0,1,France,Female,0,0
843,35,58641.43,660,198674.08,1,1,8,Germany,Male,0,0
844,41,0,773,28266.9,1,0,5,Spain,Female,1,1
845,44,137148.68,640,92381.01,1,0,3,France,Male,1,0
846,49,80001.23,505,135180.11,1,0,7,France,Male,0,0
847,21,86402.52,714,27330.59,2,0,6,Germany,Male,0,0
848,42,0,468,125305.34,2,0,5,France,Female,1,0
849,51,122874.74,611,149648.45,1,1,1,Spain,Male,1,0
850,25,97544.29,705,59887.15,1,1,0,France,Male,0,0
851,46,170826.55,646,45041.32,2,0,1,Germany,Male,1,0
852,48,97133.92,667,113316.77,2,0,1,Germany,Female,0,1
853,41,153895.65,511,39087.42,1,1,8,Germany,Female,1,0
854,43,0,653,7330.59,2,1,6,France,Female,1,0
855,57,0,675,95463.29,2,1,8,France,Female,0,0
856,32,0,523,167848.02,2,0,4,Spain,Male,1,0
857,49,134956.02,567,93953.84,1,0,5,Germany,Female,1,1
858,39,143637.58,741,174227.66,2,1,7,Spain,Male,0,0
859,32,147506.25,456,135399.21,1,1,9,Spain,Male,1,0
860,64,0,598,195635.3,2,0,1,France,Male,1,1
861,43,190227.46,667,97508.04,1,0,8,France,Male,1,1
862,32,172448.77,548,188083.77,1,0,2,France,Female,1,1
863,41,113980.21,725,116704.25,1,1,7,France,Male,1,0
864,53,0,717,97614.87,2,1,6,France,Male,0,0
865,38,0,594,186884.04,2,0,4,France,Male,0,0
866,25,76968.12,678,131501.72,2,1,10,Germany,Female,0,0
867,38,88293.13,545,24302.95,2,1,1,France,Male,1,0
868,48,170833.46,636,110510.28,1,0,1,France,Female,1,1
869,44,108122.39,603,108488.33,2,0,6,Germany,Male,1,1
870,36,0,435,197015.2,1,1,4,France,Male,1,0
871,40,0,535,27689.77,1,1,8,France,Female,1,0
872,45,129818.39,629,9217.55,3,0,7,Germany,Female,1,1
873,35,163943.89,722,15068.18,2,1,2,France,Female,1,0
874,28,0,561,7797.01,2,0,7,France,Male,1,0
875,38,101430.3,645,4400.32,2,1,5,France,Female,0,0
876,39,117301.66,501,182025.95,1,0,9,France,Female,0,0
877,32,173340.83,502,122763.95,1,1,1,Germany,Female,0,0
878,42,0,652,38152.01,2,1,4,Spain,Female,1,0
879,33,134348.57,574,63163.99,1,0,3,France,Female,1,0
880,45,105525.65,518,73418.29,2,1,9,France,Female,1,0
881,60,0,749,17978.68,1,0,6,France,Female,1,1
882,43,0,679,115136.51,3,0,4,France,Female,1,1
883,36,106192.1,565,149575.59,1,0,6,France,Male,1,0
884,45,45144.43,643,60917.24,1,0,4,France,Female,1,1
885,65,92113.61,515,142548.33,1,1,7,France,Male,1,0
886,25,0,521,157878.67,2,1,7,France,Male,1,0
887,38,128366.44,739,12796.43,1,0,0,Spain,Male,1,0
888,42,0,585,18657.77,2,1,2,France,Male,1,0
889,74,106545.53,733,134589.58,1,1,3,Germany,Male,1,0
890,43,145618.37,542,10350.74,1,1,8,France,Female,0,0
891,37,141541.25,788,66013.27,1,0,8,Spain,Male,0,0
892,32,57017.06,435,5907.11,2,1,2,Germany,Male,1,0
893,42,0,577,74077.91,1,0,9,France,Male,1,0
894,51,0,703,77294.56,3,1,3,France,Female,1,1
895,35,125884.95,728,54359.02,2,0,8,Germany,Female,1,1
896,32,61825.5,728,156124.93,1,1,5,Germany,Male,1,0
897,35,0,718,94820.85,2,0,8,France,Male,1,0
