 sex, workclass, race, education, native-country, marital-status, occupation, relationship, education-num, fnlwgt, capital-gain, capital-loss, hours-per-week,age, income
 Male, Private, White, HS-grad, United-States, Never-married, Transport-moving, Own-child,9,115458,0,0,40,23, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,347890,0,0,40,40, >50K
 Female, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Other-service, Wife,9,196001,0,0,20,41, <=50K
 Male, State-gov, White, Assoc-acdm, United-States, Married-civ-spouse, Protective-serv, Husband,12,273905,0,0,50,24, <=50K
 Male, ?, White, Some-college, United-States, Never-married, ?, Own-child,10,119156,0,0,20,20, <=50K
 Male, Private, White, Some-college, United-States, Divorced, Craft-repair, Not-in-family,10,179488,0,1741,40,38, <=50K
 Male, Private, White, HS-grad, ?, Married-civ-spouse, Adm-clerical, Husband,9,203580,0,0,35,56, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Husband,9,236596,0,0,45,58, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Other-service, Not-in-family,9,183916,0,0,34,32, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Tech-support, Husband,12,207578,0,1977,60,40, >50K
 Male, Private, White, HS-grad, ?, Married-civ-spouse, Adm-clerical, Husband,9,153141,0,0,40,45, <=50K
 Female, Private, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Wife,15,112763,0,0,40,41, >50K
 Female, Private, Black, Bachelors, United-States, Married-civ-spouse, Adm-clerical, Wife,13,390781,0,0,40,42, <=50K
 Female, Local-gov, Black, 10th, United-States, Widowed, Other-service, Unmarried,6,171328,0,0,30,59, <=50K
 Male, Local-gov, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,27382,0,0,40,19, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Transport-moving, Not-in-family,10,259014,0,0,20,58, <=50K
 Male, Self-emp-not-inc, Asian-Pac-Islander, HS-grad, Cambodia, Married-civ-spouse, Farming-fishing, Husband,9,303044,0,0,40,42, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Other-service, Own-child,9,117789,0,0,40,20, <=50K
 Female, Private, White, HS-grad, United-States, Separated, Other-service, Not-in-family,9,172579,0,0,30,32, <=50K
 Female, Private, White, Assoc-voc, United-States, Widowed, Exec-managerial, Not-in-family,11,187666,0,0,45,45, <=50K
 Male, Private, White, 7th-8th, United-States, Divorced, Craft-repair, Not-in-family,4,204518,0,0,40,50, <=50K
 Female, Private, White, Bachelors, United-States, Divorced, Prof-specialty, Own-child,13,150042,0,0,40,36, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,98092,0,0,60,45, <=50K
 Male, Private, White, 11th, United-States, Never-married, Other-service, Own-child,7,245918,0,0,12,17, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,146013,4064,0,40,59, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Craft-repair, Husband,7,378322,0,0,40,26, <=50K
 Male, Self-emp-inc, Asian-Pac-Islander, Some-college, Thailand, Married-civ-spouse, Exec-managerial, Husband,10,257295,0,0,75,37, >50K
 Male, ?, White, Some-college, Canada, Never-married, ?, Own-child,10,218956,0,0,24,19, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,21174,0,0,40,64, >50K
 Female, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,185480,0,0,45,33, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Wife,9,222205,0,0,40,33, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,69867,0,0,40,61, >50K
 Male, Private, White, 9th, United-States, Never-married, Other-service, Own-child,5,191260,1055,0,24,17, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Farming-fishing, Husband,14,30653,2407,0,98,50, <=50K
 Male, Local-gov, White, Masters, United-States, Never-married, Prof-specialty, Own-child,14,209109,0,0,35,27, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Prof-specialty, Own-child,9,70377,0,0,40,30, <=50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,477983,0,0,40,43, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,170924,7298,0,40,44, >50K
 Female, Private, White, Some-college, United-States, Never-married, Exec-managerial, Not-in-family,10,190174,0,0,40,35, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Tech-support, Own-child,10,193787,0,0,40,25, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Machine-op-inspct, Wife,10,279472,7298,0,48,24, >50K
 Female, Private, White, Bachelors, Germany, Never-married, Prof-specialty, Not-in-family,13,34918,0,0,15,22, <=50K
 Male, Local-gov, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,97688,5178,0,40,42, >50K
 Female, Private, Black, Assoc-acdm, United-States, Divorced, Sales, Unmarried,12,175413,0,0,45,34, <=50K
 Female, Private, White, Bachelors, United-States, Divorced, Prof-specialty, Not-in-family,13,173960,0,0,42,60, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,205759,0,0,40,21, <=50K
 Male, Federal-gov, White, Masters, United-States, Married-civ-spouse, Sales, Husband,14,425161,15024,0,40,57, >50K
 Male, Private, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,220531,0,0,60,41, >50K
 Male, Private, White, Some-college, United-States, Divorced, Other-service, Not-in-family,10,176609,0,0,45,50, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,371987,0,0,40,25, <=50K
 Male, Private, White, 7th-8th, Ecuador, Married-civ-spouse, Craft-repair, Husband,4,193884,0,0,40,50, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,200352,0,0,45,36, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Prof-specialty, Not-in-family,9,127595,0,0,40,31, <=50K
 Male, Local-gov, White, Bachelors, United-States, Never-married, Protective-serv, Not-in-family,13,220419,0,0,56,29, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,231931,0,0,45,21, <=50K
 Female, Private, Black, Bachelors, United-States, Never-married, Tech-support, Unmarried,13,248402,0,0,40,27, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,111095,0,0,16,65, <=50K
 Female, Self-emp-inc, White, Bachelors, United-States, Divorced, Sales, Not-in-family,13,57424,0,0,60,37, <=50K
 Female, ?, Asian-Pac-Islander, Masters, ?, Married-civ-spouse, ?, Wife,14,157443,3464,0,40,39, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Craft-repair, Own-child,9,278130,0,0,40,24, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Sales, Not-in-family,9,169469,0,0,80,38, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Adm-clerical, Husband,13,146268,7688,0,40,48, >50K
 Female, Private, Asian-Pac-Islander, Some-college, United-States, Never-married, Other-service, Not-in-family,10,153718,0,0,25,21, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,217460,0,0,45,31, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,238638,4386,0,40,55, >50K
 Female, Private, Asian-Pac-Islander, Some-college, Laos, Married-civ-spouse, Adm-clerical, Wife,10,303296,0,0,40,24, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Not-in-family,9,173321,0,0,40,43, <=50K
 Male, Private, White, Assoc-acdm, United-States, Never-married, Tech-support, Not-in-family,12,193945,0,0,45,26, <=50K
 Female, Private, White, Assoc-acdm, United-States, Never-married, Prof-specialty, Not-in-family,12,83082,0,0,33,46, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Adm-clerical, Husband,12,193815,0,0,40,35, >50K
 Male, Self-emp-inc, White, Some-college, United-States, Married-civ-spouse, Farming-fishing, Husband,10,34987,0,0,54,41, >50K
 Male, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,59306,0,0,40,26, <=50K
 Male, Private, Asian-Pac-Islander, Masters, Taiwan, Married-civ-spouse, Exec-managerial, Husband,14,142897,7298,0,35,34, >50K
 Female, ?, Black, Some-college, United-States, Never-married, ?, Own-child,10,860348,0,0,25,19, <=50K
 Female, Self-emp-not-inc, Black, Bachelors, United-States, Divorced, Prof-specialty, Not-in-family,13,205607,0,0,40,36, >50K
 Male, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,199698,0,0,15,22, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Machine-op-inspct, Not-in-family,10,191954,0,0,40,24, <=50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,138714,0,0,40,77, <=50K
 Female, Private, White, 5th-6th, Mexico, Married-civ-spouse, Machine-op-inspct, Other-relative,3,399087,0,0,40,22, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Tech-support, Not-in-family,10,423158,0,0,40,29, <=50K
 Female, Private, White, HS-grad, United-States, Widowed, Other-service, Not-in-family,9,159841,0,0,24,62, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,174308,0,0,40,39, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,50356,0,1485,50,43, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Transport-moving, Not-in-family,9,186110,0,0,45,35, <=50K
 Female, Private, White, 11th, United-States, Never-married, Exec-managerial, Not-in-family,7,200381,0,0,40,29, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Craft-repair, Husband,14,174309,0,0,10,76, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,78383,0,0,45,63, <=50K
 Female, ?, Black, Assoc-voc, United-States, Never-married, ?, Own-child,11,211601,0,0,15,23, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Prof-specialty, Wife,10,187728,0,1887,50,43, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,321171,0,0,40,58, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Transport-moving, Not-in-family,9,127921,2050,0,55,66, <=50K
 Male, Private, Black, Some-college, United-States, Never-married, Craft-repair, Not-in-family,10,206565,0,0,45,41, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Adm-clerical, Not-in-family,13,224563,0,0,40,26, <=50K
 Male, Private, White, Assoc-voc, United-States, Never-married, Other-service, Not-in-family,11,178686,0,0,40,47, <=50K
 Male, Local-gov, White, 10th, United-States, Married-civ-spouse, Adm-clerical, Husband,6,98545,0,0,40,55, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,242606,0,0,40,53, <=50K
 Male, Private, White, 5th-6th, Mexico, Never-married, Other-service, Other-relative,3,270942,0,0,48,17, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Craft-repair, Other-relative,9,94235,0,0,40,30, <=50K
 Male, Private, White, Masters, United-States, Never-married, Prof-specialty, Not-in-family,14,71195,0,0,60,49, <=50K
 Male, Private, Black, HS-grad, Haiti, Never-married, Sales, Unmarried,9,104112,0,0,30,19, <=50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,261192,0,0,40,45, <=50K
 Male, Private, White, Assoc-acdm, United-States, Never-married, Sales, Not-in-family,12,94936,0,0,40,26, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,296478,7298,0,40,38, >50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Protective-serv, Husband,9,119272,7298,0,40,36, >50K
 Male, Private, White, HS-grad, United-States, Never-married, Farming-fishing, Not-in-family,9,85043,0,0,20,33, <=50K
 Female, State-gov, Black, Some-college, United-States, Never-married, Protective-serv, Own-child,10,293364,0,0,40,22, <=50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,241895,0,0,42,43, <=50K
 Male, ?, White, 11th, United-States, Married-civ-spouse, ?, Husband,7,36135,0,0,8,67, <=50K
 Female, ?, White, Assoc-voc, United-States, Divorced, ?, Unmarried,11,151989,0,0,40,30, <=50K
 Male, Private, White, Assoc-acdm, Iran, Married-spouse-absent, Other-service, Not-in-family,12,101128,0,0,25,56, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Own-child,13,156464,0,0,25,31, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,117963,0,0,40,33, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,192262,0,0,40,26, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,111363,0,0,40,33, >50K
 Male, Local-gov, White, 11th, United-States, Married-civ-spouse, Transport-moving, Husband,7,329752,0,0,30,46, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,372020,0,0,40,59, >50K
 Male, Federal-gov, White, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Husband,9,95432,0,0,40,38, >50K
 Male, Private, Other, 11th, United-States, Widowed, Other-service, Unmarried,7,161400,0,0,40,65, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Tech-support, Husband,11,96129,0,0,40,40, >50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Wife,9,111949,0,0,35,42, <=50K
 Male, Self-emp-not-inc, White, 9th, Portugal, Married-civ-spouse, Craft-repair, Husband,5,117125,0,0,40,26, <=50K
 Female, Private, White, 10th, United-States, Married-civ-spouse, Other-service, Wife,6,348022,0,0,24,36, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,270092,0,0,40,62, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Transport-moving, Husband,13,180609,0,0,45,43, <=50K
 Male, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Not-in-family,13,174575,0,1564,45,43, >50K
 Male, Private, White, HS-grad, United-States, Married-spouse-absent, Sales, Not-in-family,9,410439,0,0,55,22, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,92262,0,0,40,28, <=50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,183081,0,0,45,56, <=50K
 Female, Private, White, Assoc-acdm, United-States, Never-married, Sales, Not-in-family,12,362589,0,0,15,22, <=50K
 Female, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Not-in-family,13,212448,0,0,45,57, >50K
 Female, Private, White, HS-grad, United-States, Divorced, Sales, Unmarried,9,481060,0,0,40,39, <=50K
 Female, Federal-gov, White, Some-college, United-States, Never-married, Adm-clerical, Unmarried,10,185885,0,0,15,26, <=50K
 Male, Private, White, 11th, United-States, Never-married, Other-service, Own-child,7,89821,0,0,10,17, <=50K
 Male, State-gov, White, Assoc-voc, United-States, Married-civ-spouse, Machine-op-inspct, Husband,11,184018,0,0,38,40, >50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,256649,0,0,40,45, <=50K
 Male, Private, Black, HS-grad, United-States, Never-married, Craft-repair, Not-in-family,9,160323,0,0,40,44, <=50K
 Female, Local-gov, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,350845,0,0,10,20, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Wife,9,267404,0,0,40,33, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Sales, Not-in-family,10,35633,0,0,40,23, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Divorced, Exec-managerial, Not-in-family,14,80914,0,0,30,46, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,172927,0,0,50,38, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Transport-moving, Not-in-family,9,174319,0,0,40,54, <=50K
 Female, Private, White, 5th-6th, United-States, Divorced, Craft-repair, Not-in-family,3,214955,0,2339,45,46, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,344991,0,0,40,25, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Sales, Not-in-family,10,108699,0,0,40,46, <=50K
